Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
305. Borat Subsequent Moviefilm,2020,1h 35m,R,6.6,159K,68.0,"Borat returns to America from Kazakhstan to America, this time to reveal more about the American culture, the COVID-19 pandemic, and the political elections.",https://www.imdb.com/title/tt13143964/?ref_=sr_i_305,"['Sacha Baron Cohen', 'Anthony Hines', 'Dan Swimer']",['Jason Woliner'],"['Sacha Baron Cohen', 'Maria Bakalova', 'Tom Hanks', 'Dani Popescu', 'Manuel Vieru', 'Miroslav Tolj', 'Alin Popa', 'Ion Gheorghe', 'Nicolae Gheorghe', 'Marcela Codrea']",,,,,"October 23, 2020","['United States', 'United Kingdom', 'Romania']",['Romania'],"['Amazon Studios', 'Four by Two Films']","Nominated for 2 Oscars, 38 wins & 66 nominations total","['Farce', 'Mockumentary', 'Parody', 'Satire', 'Comedy']","['English', 'Bulgarian', 'Hebrew', 'Romanian', 'Croatian']"
306. The Babysitter: Killer Queen,2020,1h 41m,TV-MA,5.8,55K,22.0,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",https://www.imdb.com/title/tt11024272/?ref_=sr_i_306,"['Dan Lagana', 'Brad Morris', 'Jimmy Warden']",['McG'],"['Judah Lewis', 'Samara Weaving', 'Jenna Ortega', 'Emily Alyn Lind', 'Andrew Bachelor', 'Robbie Amell', 'Bella Thorne', 'Hana Mae Lee', 'Ken Marino', 'Leslie Bibb']",,,,,"September 10, 2020",['United States'],"['Los Angeles, California, USA']","['Netflix', 'Boies Schiller Entertainment', 'Wonderland Sound and Vision']",,"['Dark Comedy', 'Teen Horror', 'Comedy', 'Horror']",['English']
307. The Wrong Missy,2020,1h 30m,TV-MA,5.8,48K,33.0,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",https://www.imdb.com/title/tt9619798/?ref_=sr_i_307,"['Chris Pappas', 'Kevin Barnett']",['Tyler Spindel'],"['David Spade', 'Lauren Lapkus', 'Nick Swardson', 'Geoff Pierson', 'Jackie Sandler', 'Molly Sims', 'Sarah Chalke', 'Chris Witaske', 'Rob Schneider', 'John Farley']",,,,,"May 13, 2020",['United States'],"['Four Seasons Resort Oahu at Ko Olina, 92-1001 Olani Street, Kapolei, Hawaii, USA (hotel)']","['Happy Madison Productions', 'Netflix', 'QC Entertainment']","Awards, 5 nominations total","['Comedy', 'Romance']",['English']
308. Pieces of a Woman,2020,2h 6m,R,7.0,58K,66.0,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",https://www.imdb.com/title/tt11161474/?ref_=sr_i_308,['Kata Wéber'],['Kornél Mundruczó'],"['Vanessa Kirby', 'Shia LaBeouf', 'Ellen Burstyn', 'Iliza Shlesinger', 'Benny Safdie', 'Sarah Snook', 'Molly Parker', 'Steven McCarthy', 'Tyrone Benskin', 'Frank Schorpion']",,,,,"January 7, 2021","['Canada', 'Hungary', 'United States']",['Canada'],"['BRON Studios', 'Creative Wealth Media Finance', 'Little Lamb']","Nominated for 1 Oscar, 10 wins & 64 nominations total","['Psychological Drama', 'Drama']",['English']
309. Escape from Pretoria,2020,1h 46m,PG-13,6.8,47K,56.0,"Based on the real-life prison break of two political captives, Escape From Pretoria is a race-against-time thriller set in the tumultuous apartheid days of South Africa.",https://www.imdb.com/title/tt5797184/?ref_=sr_i_309,"['Francis Annan', 'L.H. Adams', 'Tim Jenkin']",['Francis Annan'],"['Daniel Radcliffe', 'Daniel Webber', 'Ian Hart', 'Mark Leonard Winter', 'Nathan Page', 'Grant Piro', 'Lenny Firth', 'Lliam Amor', 'Adam Tuominen', 'PJ Oaten']",,,"$2,431,995",,"March 6, 2020","['United Kingdom', 'Australia', 'United States', 'South Africa', 'Germany']","['Adelaide, South Australia, Australia']","['Footprint Films', 'Beagle Pug Films', 'MEP Capital']","Awards, 2 nominations total","['Docudrama', 'Prison Drama', 'True Crime', 'Action', 'Biography', 'Crime', 'Mystery', 'Thriller']","['English', 'French', 'Afrikaans']"
310. Spontaneous,2020,1h 41m,R,6.5,18K,78.0,"Get ready for the outrageous coming-of-age love story about growing up...and blowing up. When students in their school begin exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",https://www.imdb.com/title/tt5774062/?ref_=sr_i_310,"['Brian Duffield', 'Aaron Starmer']",['Brian Duffield'],"['Katherine Langford', 'Charlie Plummer', 'Yvonne Orji', 'Hayley Law', 'Piper Perabo', 'Rob Huebel', 'Chris Shields', 'Marlowe Percival', 'Laine MacNeil', 'Clive Holloway']",,,,,"October 2, 2020",['United States'],"['Vancouver, British Columbia, Canada']","['Awesomeness Films', 'Jurassic Party Productions']","Awards, 1 win & 2 nominations total","['Dark Comedy', 'Romantic Comedy', 'Teen Horror', 'Teen Romance', 'Comedy', 'Drama', 'Horror', 'Romance']",['English']
311. The Midnight Sky,2020,1h 58m,PG-13,5.7,92K,58.0,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.",https://www.imdb.com/title/tt10539608/?ref_=sr_i_311,"['Lily Brooks-Dalton', 'Mark L. Smith']",['George Clooney'],"['George Clooney', 'Felicity Jones', 'David Oyelowo', 'Caoilinn Springall', 'Kyle Chandler', 'Demián Bichir', 'Tiffany Boone', 'Sophie Rundle', 'Ethan Peck', 'Tim Russ']",,,"$70,018",,"December 23, 2020",['United States'],"['La Palma, Canary Islands, Spain']","['Anonymous Content', 'Netflix', 'Smokehouse Pictures']","Nominated for 1 Oscar, 5 wins & 46 nominations total","['Dystopian Sci-Fi', 'Space Sci-Fi', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",['English']
312. Host,2020,57m,Not Rated,6.5,44K,73.0,"Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong.",https://www.imdb.com/title/tt12749596/?ref_=sr_i_312,"['Gemma Hurley', 'Rob Savage', 'Jed Shepherd']",['Rob Savage'],"['Haley Bishop', 'Jemma Moore', 'Emma Louise Webb', 'Radina Drandova', 'Caroline Ward', 'Alan Emrys', 'Patrick Ward', 'Teddy Linard', 'Jinny Lofthouse', 'Seylan Baxter']",,,"$443,807",,"July 30, 2020",['United Kingdom'],,"['Shadowhouse Films', 'Boo-Urns']","Awards, 2 wins & 8 nominations total","['Found Footage Horror', 'Slasher Horror', 'Supernatural Horror', 'Horror', 'Mystery']",['English']
313. Lucy Shimmers and the Prince of Peace,2020,1h 27m,TV-G,7.1,1.6K,,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,https://www.imdb.com/title/tt11916254/?ref_=sr_i_313,['Rob Diamond'],['Rob Diamond'],"['Scarlett Diamond', 'Vincent Vargas', 'Adam Hightower', 'Florencia Contreras Stevens', 'Shawn Stevens', 'Tara Berrett', 'Aaron J. Owen', 'April Dean West', 'Rachel B. Davis', 'Madison Bills']",,,,,"October 19, 2020",,,['Rob Diamond Films'],"Awards, 5 wins & 4 nominations total","['Drama', 'Family']",[]
314. Force of Nature,2020,1h 31m,R,4.6,14K,29.0,A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.,https://www.imdb.com/title/tt10308928/?ref_=sr_i_314,['Cory Miller'],['Michael Polish'],"['Emile Hirsch', 'Mel Gibson', 'David Zayas', 'Kate Bosworth', 'Stephanie Cayo', 'Tyler Jon Olson', 'Jorge Luis Ramos', 'William Catlett', 'Blas Sien Diaz', 'Joksan Ramos']","$15,000,000 (estimated)",,"$638,221",,"June 30, 2020","['United States', 'Puerto Rico']","['San Juan, Puerto Rico']","['Lionsgate', 'Grindstone Entertainment Group', 'Emmett/Furla Oasis Films']",,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'Spanish']"
315. Hubie Halloween,2020,1h 43m,PG-13,5.3,63K,53.0,"Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.",https://www.imdb.com/title/tt10682266/?ref_=sr_i_315,"['Tim Herlihy', 'Adam Sandler']",['Steven Brill'],"['Adam Sandler', 'Kevin James', 'Julie Bowen', 'Ray Liotta', 'Steve Buscemi', 'Rob Schneider', 'Maya Rudolph', 'Tim Meadows', 'Michael Chiklis', 'June Squibb']",,,,,"October 7, 2020",['United States'],"['Salem, Massachusetts, USA']",['Happy Madison Productions'],"Awards, 6 nominations total","['Comedy', 'Horror', 'Mystery']",['English']
316. The One and Only Ivan,2020,1h 35m,PG,6.6,14K,58.0,A gorilla named Ivan tries to piece together his past with the help of an elephant named Ruby as they hatch a plan to escape from captivity.,https://www.imdb.com/title/tt3661394/?ref_=sr_i_316,"['Mike White', 'Katherine Applegate']",['Thea Sharrock'],"['Sam Rockwell', 'Bryan Cranston', 'Phillipa Soo', 'Chaka Khan', 'Mike White', 'Ron Funches', 'Angelina Jolie', 'Helen Mirren', 'Danny DeVito', 'Ariana Greenblatt']",,,,,"August 21, 2020",['United States'],"['Lakeland, Florida, USA (Bowl-A-Rama, Southgate Shopping Center)']","['Allison Shearmur Productions', 'Digital Makeup Group', 'Jolie Pas Productions']","Nominated for 1 Oscar, 2 wins & 5 nominations total","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",['English']
317. The King of Staten Island,2020,2h 16m,R,7.1,79K,67.0,Scott has been a case of arrested development since his firefighter dad died. He spends his days smoking weed and dreaming of being a tattoo artist until events force him to grapple with his grief and take his first steps forward in life.,https://www.imdb.com/title/tt9686708/?ref_=sr_i_317,"['Judd Apatow', 'Pete Davidson', 'Dave Sirus']",['Judd Apatow'],"['Pete Davidson', 'Bel Powley', 'Ricky Velez', 'Lou Wilson', 'Moises Arias', 'Carly Aquilino', 'Marisa Tomei', 'Maude Apatow', 'Robert Vidal III', 'Angus Costello']","$35,000,000 (estimated)",,"$2,180,452",,"June 12, 2020","['United States', 'China']","['New York City, New York, USA']","['Universal Pictures', 'Perfect World Pictures', 'Apatow Productions']","Awards, 3 wins & 24 nominations total","['Coming-of-Age', 'Dark Comedy', 'Stoner Comedy', 'Tragedy', 'Comedy', 'Drama']",['English']
318. Superdeep,2020,1h 55m,,4.9,6.2K,,A small research team went down below the surface to find out what secret the world's deepest borehole was hiding. What they have found turned out to be the greatest threat in history. And the future of humanity is in their hands.,https://www.imdb.com/title/tt11815960/?ref_=sr_i_318,"['Sergey Torchilin', 'Viktor Bondaryuk', 'Milena Radulovic']","['Arseny Syuhin', 'Sergey Torchilin']","['Milena Radulovic', 'Sergey Ivanyuk', 'Nikolay Kovbas', 'Vadim Demchog', 'Nikita Dyuvbanov', 'Viktor Nizovoy', 'Artyom Tsukanov', 'Ilya Ilinykh', 'Vladimir Kolida', 'Evgeniy Tscherkashin']","RUR150,000,000 (estimated)",,"$596,370",,"November 4, 2020",['Russia'],"['Teriberka, Murmansk oblast, Russia (exterior scenes)']",['Trio Film'],,"['Body Horror', 'Horror', 'Sci-Fi', 'Thriller']","['Russian', 'English']"
319. The High Note,2020,1h 53m,PG-13,6.4,14K,58.0,A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,https://www.imdb.com/title/tt9308382/?ref_=sr_i_319,['Flora Greeson'],['Nisha Ganatra'],"['Dakota Johnson', 'Tracee Ellis Ross', 'Kelvin Harrison Jr.', 'Bill Pullman', 'Zoë Chao', 'June Diane Raphael', 'Eugene Cordero', 'Marc Evan Jackson', 'Eddie Izzard', 'Ice Cube']",,,"$2,217,874",,"May 29, 2020","['United Kingdom', 'United States', 'China']","['Capitol Records Building - 1750 Vine Street, Los Angeles, California, USA (recording studio - exterior)']","['Focus Features', 'Working Title Films', 'Perfect World Pictures']","Awards, 1 win & 8 nominations total","['Drama', 'Music', 'Romance']",['English']
320. Capone,2020,1h 43m,R,4.7,24K,46.0,"After a 10 year stint, former bootlegger and notorious criminal Al Capone starts to show signs of dementia, forcing him to face the demons of his violent past.",https://www.imdb.com/title/tt6199572/?ref_=sr_i_320,['Josh Trank'],['Josh Trank'],"['Tom Hardy', 'Linda Cardellini', 'Matt Dillon', 'Al Sapienza', 'Kathrine Narducci', 'Noel Fisher', 'Gino Cafarelli', 'Mason Guccione', 'Jack Lowden', 'Kyle MacLachlan']",,,"$858,281",,"May 12, 2020","['Canada', 'United States', 'United Kingdom']","['18447 Three Rivers Rd, Covington, Louisiana, USA (The Capone mansion)']","['BRON Studios', 'A Band Apart', 'AI-Film']","Awards, 1 nomination total","['Docudrama', 'Gangster', 'Period Drama', 'Psychological Drama', 'True Crime', 'Biography', 'Crime', 'Drama']","['English', 'Italian', 'Spanish']"
321. The Craft: Legacy,2020,1h 37m,PG-13,4.6,18K,54.0,A group of high school students form a coven of witches.,https://www.imdb.com/title/tt4685762/?ref_=sr_i_321,"['Zoe Lister-Jones', 'Peter Filardi']",['Zoe Lister-Jones'],"['Cailee Spaeny', 'Zoey Luna', 'Gideon Adlon', 'Lovie Simone', 'David Duchovny', 'Michelle Monaghan', 'Nicholas Galitzine', 'Julian Grey', 'Charles Vandervaart', 'Donald MacLean Jr.']",,,"$1,922,557",,"October 28, 2020",['United States'],"['Winnipeg, Manitoba, Canada']","['Columbia Pictures', 'Blumhouse Productions', 'Red Wagon Entertainment']","Awards, 1 win & 2 nominations total","['Supernatural Fantasy', 'Teen Drama', 'Teen Fantasy', 'Witch Horror', 'Drama', 'Fantasy', 'Horror']",['English']
322. The Comeback Trail,2020,1h 44m,R,5.7,13K,,"A film producer who owes money to a mobster tries to ""accidentally"" kill his aging movie star for an insurance scam so he can payoff his debt, but he begins to realize that the movie they're shooting is a masterpiece in the making.",https://www.imdb.com/title/tt5420210/?ref_=sr_i_322,"['George Gallo', 'Josh Posner', 'Harry Hurwitz']",['George Gallo'],"['Robert De Niro', 'Tommy Lee Jones', 'Morgan Freeman', 'Zach Braff', 'Emile Hirsch', 'Sheryl Lee Ralph', 'Kate Katzman', 'Eddie Griffin', 'Chris Mullinax', 'Patrick Muldoon']","$25,000,000 (estimated)",,"$2,407,255",,"June 19, 2021","['United States', 'United Kingdom']","['Albuquerque, New Mexico, USA']","['Storyboard Media', 'Alla Prima Productions', 'Bay Point Media']",,"['Comedy', 'Crime']",['English']
323. Caveat,2020,1h 28m,Not Rated,5.9,9.8K,60.0,A lone drifter suffering from partial memory loss accepts a job to look after a psychologically troubled woman in an abandoned house on an isolated island.,https://www.imdb.com/title/tt7917178/?ref_=sr_i_323,['Damian Mc Carthy'],['Damian Mc Carthy'],"['Ben Caplan', 'Johnny French', 'Leila Sykes', 'Inma Pavon', 'Conor Dwane', 'Siobhan Burton', 'Sam White', 'Charlie']","£250,000 (estimated)",,"$78,665",,"June 5, 2021",['United Kingdom'],"['Bantry House, Bantry, County Cork, Ireland']",['HyneSight Films'],"Awards, 3 wins & 1 nomination total","['Horror', 'Mystery', 'Thriller']",['English']
324. The Forgotten Battle,2020,2h 4m,TV-MA,7.1,39K,,"In WWII's final years, a soldier in the German army, a British glider pilot, and a Dutch resistance fighter's paths intertwine. Their choices shape destinies, impacting not only their freedom but also that of others.",https://www.imdb.com/title/tt10521092/?ref_=sr_i_324,"['Paula van der Oest', 'Jesse Maiman', 'Pauline van Mantgem']",['Matthijs van Heijningen Jr.'],"['Gijs Blom', 'Jamie Flatters', 'Susan Radder', 'Jan Bijvoet', 'Tom Felton', 'Coen Bril', 'Theo Barklem-Biggs', 'Scott Reid', 'Marthe Schneider', 'Ronald Kalter']","€14,000,000 (estimated)",,"$6,000,546",,"October 15, 2021","['Netherlands', 'Belgium']",['Lithuania'],"['Levitate Film', 'Caviar Films', 'Evangelische Omroep (EO)']","Awards, 6 wins & 4 nominations total","['Action', 'Adventure', 'War']","['Dutch', 'German', 'English']"
325. A Fall from Grace,2020,2h,TV-MA,5.9,18K,34.0,"Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.",https://www.imdb.com/title/tt11390036/?ref_=sr_i_325,['Tyler Perry'],['Tyler Perry'],"['Crystal Fox', 'Phylicia Rashad', 'Bresha Webb', 'Mehcad Brooks', 'Cicely Tyson', 'Tyler Perry', 'Matthew Law', 'Donovan Christie Jr.', 'Walter Fauntleroy', 'Angela Marie Rigsby']",,,,,"January 17, 2020",['United States'],,['Tyler Perry Studios'],"Awards, 2 wins total","['Crime', 'Drama', 'Mystery', 'Thriller']",['English']
326. Skylines,2020,1h 53m,R,4.8,9.8K,46.0,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",https://www.imdb.com/title/tt9387250/?ref_=sr_i_326,"[""Liam O'Donnell"", 'Matthew E. Chausse']","[""Liam O'Donnell""]","['Lindsey Morgan', 'Jonathan Howard', 'Daniel Bernhardt', 'Rhona Mitra', 'James Cosmo', 'Yayan Ruhian', 'Alexander Siddig', 'Cha-Lee Yoon', 'Ieva Andrejevaite', 'Jeremy Fitzgerald']",,,"$170,581",,"December 18, 2020","['United Kingdom', 'United States']",['Lithuania (some exteriors)'],"['Mirabelle Pictures Productions', 'Artbox', 'Cobalt Films']","Awards, 1 win total","['Dark Comedy', 'Dystopian Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']",['English']
327. Sergio,2020,1h 58m,R,6.2,11K,55.0,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",https://www.imdb.com/title/tt8750570/?ref_=sr_i_327,"['Craig Borten', 'Samantha Power']",['Greg Barker'],"['Wagner Moura', 'Ana de Armas', ""Brían F. O'Byrne"", 'Bradley Whitford', 'Garret Dillahunt', 'Clemens Schick', 'Will Dalton', 'Pedro Hossi', 'Sahajak Boonthanakit', 'Clarisse Abujamra']","$16,000,000 (estimated)",,,,"April 17, 2020",['United States'],['Jordan'],"['Black Rabbit Media', 'Anima Pictures', 'Brazil Production Services']","Awards, 1 win & 1 nomination total","['Docudrama', 'Biography', 'Drama', 'History', 'Romance']","['English', 'Portuguese', 'Spanish', 'French']"
328. My Octopus Teacher,2020,1h 25m,TV-G,8.1,67K,82.0,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",https://www.imdb.com/title/tt12888462/?ref_=sr_i_328,"['Pippa Ehrlich', 'James Reed']","['Pippa Ehrlich', 'James Reed']","['Craig Foster', 'Tom Foster']",,,,,"September 7, 2020",['South Africa'],"['Storm Cape, Western Cape, South Africa']","['A Netflix Original Documentary', 'Off The Fence', 'The Sea Change Project']","Won 1 Oscar, 11 wins & 16 nominations total","['Nature Documentary', 'Documentary', 'Drama']",['English']
329. Alone,2020,1h 32m,R,5.1,5K,,"When an outbreak hits, Aidan barricades himself inside his apartment and starts rationing food. His complex is overrun by infected Screamers, and with the world falling apart into chaos, he is left completely alone fighting for his life.",https://www.imdb.com/title/tt10192566/?ref_=sr_i_329,['Matt Naylor'],['Johnny Martin'],"['Tyler Posey', 'Summer Spiro', 'Donald Sutherland', ""Robert Ri'chard"", 'John Posey', 'Maya Karin', 'Josey Martin', 'Jenny Martin', 'Brooke Swallow', 'Kjerstin Bell']","$4,000,000 (estimated)",,,,"October 16, 2020",['United States'],,"['ICM Partners', 'JAR Films', 'Martini Films']",,"['Drama', 'Horror', 'Thriller']",['English']
330. The Social Dilemma,2020,1h 34m,PG-13,7.6,92K,78.0,Explores the dangerous human impact of social networking; tech experts sound the alarm on their own creations.,https://www.imdb.com/title/tt11464826/?ref_=sr_i_330,"['Vickie Curtis', 'Davis Coombe', 'Jeff Orlowski-Yang']",['Jeff Orlowski-Yang'],"['Tristan Harris', 'Jeff Seibert', 'Bailey Richardson', 'Joe Toscano', 'Sandy Parakilas', 'Guillaume Chaslot', 'Lynn Fox', 'Aza Raskin', 'Alex Roetter', 'Tim Kendall']",,,,,"September 9, 2020",['United States'],,"['Exposure Labs', 'Argent Pictures', 'The Space Program']","Won 2 Primetime Emmys, 8 wins & 22 nominations total","['Science & Technology Documentary', 'Documentary', 'Drama']",['English']
331. On the Rocks,2020,1h 36m,R,6.4,38K,73.0,A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,https://www.imdb.com/title/tt9606374/?ref_=sr_i_331,['Sofia Coppola'],['Sofia Coppola'],"['Bill Murray', 'Rashida Jones', 'Marlon Wayans', 'Jessica Henwick', 'Jenny Slate', 'Liyanna Muscat', 'Alexandra Mary Reimer', 'Anna Chanel Reimer', 'Barbara Bain', 'Juliana Canfield']",,,"$992,103",,"October 23, 2020",['United States'],"['21 Club - 21 West 52nd Street, Manhattan, New York City, New York, USA']","['A24', 'American Zoetrope']","Awards, 2 wins & 40 nominations total","['Comedy', 'Drama', 'Romance']",['English']
332. The Secret Garden,2020,1h 39m,PG,5.6,11K,59.0,An orphaned girl discovers a magical garden hidden at her strict uncle's estate.,https://www.imdb.com/title/tt2702920/?ref_=sr_i_332,"['Jack Thorne', 'Frances Hodgson Burnett']",['Marc Munden'],"['Dixie Egerickx', 'Richard Hansell', 'David Verrey', 'Tommy Gene Surridge', 'Julie Walters', 'Maeve Dermody', 'Colin Firth', 'Isis Davis', 'Amir Wilson', 'Fozzie']",,,"$8,721,243",,"August 7, 2020","['United Kingdom', 'France', 'United States', 'China']","['Bodnant Garden, Tal-y-Cafn, Colwyn Bay, Conwy, Wales, UK (Yellow flowered Laburnum Arch)']","['STX Films', 'StudioCanal', 'Heyday Films']","Awards, 3 nominations total","['Drama', 'Family', 'Fantasy', 'Mystery']",['English']
"333. The Things We Say, the Things We Do",2020,2h 2m,,6.9,3.2K,,"Waiting for her boyfriend to join her on a country vacation, three months pregnant Daphne bonds with his cousin Maxime, and their shared intimacy brings them closer together into a full fledged love affair.",https://www.imdb.com/title/tt12443930/?ref_=sr_i_333,['Emmanuel Mouret'],['Emmanuel Mouret'],"['Camélia Jordana', 'Niels Schneider', 'Vincent Macaigne', 'Émilie Dequenne', 'Jenna Thiam', 'Guillaume Gouix', 'Julia Piaton', 'Jean-Baptiste Anoumon', 'Louis-Do de Lencquesaing', 'Lise Lomi']","€3,360,000 (estimated)",,"$2,506,839",,"September 16, 2020",['France'],"['Le Barroux, Vaucluse, France (circular arch of the aqueduct near Bois Long)']","['Moby Dick Films', 'Canal+', 'Ciné+']","Awards, 3 wins & 20 nominations total","['Comedy', 'Drama', 'Romance']",['French']
